"level","position","tech_stack","experience","gender","company","company_size","work_type","city","currency","salary","raise_period"
"Senior","Team / Tech Lead","Java, .Net, Python, JavaScript | Html | Css, Vue, Flutter","7 - 10 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","36.000 - 36.999","1"
"Senior","IT Manager",".Net, JavaScript | Html | Css","7 - 10 Yıl","Erkek","Kurumsal","100 - 250 Kişi","Ofis","İstanbul","₺ - Türk Lirası","42.000 - 42.999","2"
"Middle","Embedded Software Developer","C / C++","1 - 3 Yıl","Erkek","Kurumsal","250+","Ofis","İstanbul","₺ - Türk Lirası","22.000 - 22.999","2"
"Middle","Embedded Software Developer","C / C++, MATLAB","1 - 3 Yıl","Erkek","Kurumsal","10 - 20 Kişi","Ofis","İstanbul","₺ - Türk Lirası","42.000 - 42.999","1"
"Junior","Front-end Developer","JavaScript | Html | Css, Angular","1 - 3 Yıl","Erkek","Startup","5 - 10 Kişi","Ofis","Adana","₺ - Türk Lirası","15.000 - 15.999","2"
"Senior","Front-end Developer","Java, .Net, NodeJS, Go, C / C++, JavaScript | Html | Css, React, Vue, Angular, Flutter, React Native","15 Yıl ve üzeri","Erkek","Startup","250+","Ofis","İstanbul","₺ - Türk Lirası","65.000 - 65.999","1"
"Middle","Back-end Developer","ABAP","1 - 3 Yıl","Erkek","Yazılım Evi & Danışmanlık","20 - 50 Kişi","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","35.000 - 35.999","2"
"Senior","Team / Tech Lead","Python, JavaScript | Html | Css, React","5 - 7 Yıl","Erkek","E-Ticaret","250+","Remote","İstanbul","₺ - Türk Lirası","32.000 - 32.999","3"
"Junior","Front-end Developer","React","0 - 1 Yıl","Erkek","Startup","10 - 20 Kişi","Remote","İstanbul","₺ - Türk Lirası","10.000 - 10.999","1"
"Middle","Back-end Developer","NodeJS, Angular, Flutter","0 - 1 Yıl","Erkek","Kurumsal","20 - 50 Kişi","Ofis","İstanbul","₺ - Türk Lirası","18.000 - 18.999","2"
"Senior","Director of Software Development",".Net","10 - 12 Yıl","Erkek","Kurumsal","250+","Ofis","İstanbul","₺ - Türk Lirası","41.000 - 41.999","1"
"Middle","Embedded Software Developer","C / C++","1 - 3 Yıl","Erkek","Kurumsal","100 - 250 Kişi","Ofis","İstanbul","₺ - Türk Lirası","12.000 - 12.999","2"
"Junior","Full Stack Developer","NodeJS, Python, JavaScript | Html | Css, React Native","0 - 1 Yıl","Erkek","Startup","5 - 10 Kişi","Hibrit (Ofis + Remote)","İstanbul","$ - Dolar","4.000 - 4.999","2"
"Junior","Full Stack Developer",".Net, Angular","1 - 3 Yıl","Kadın","Kurumsal","100 - 250 Kişi","Remote","Malatya ","₺ - Türk Lirası","19.000 - 19.999","4"
"Senior","Team / Tech Lead","Python","3 - 5 Yıl","Erkek","Startup","10 - 20 Kişi","Remote","* İngiltere","£ - Sterlin","5.000 - 5.999","1"
"Middle","Embedded Software Developer","C / C++, C#","7 - 10 Yıl","Erkek","Kobi","50 - 100 Kişi","Ofis","İstanbul","₺ - Türk Lirası","27.000 - 27.999","2"
"Senior","Back-end Developer",".Net","3 - 5 Yıl","Erkek","Banka","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","46.000 - 46.999","2"
"Senior","Back-end Developer",".Net","5 - 7 Yıl","Erkek","Kurumsal","250+","Remote","İstanbul","₺ - Türk Lirası","52.000 - 52.999","2"
"Middle","Mobile Application Developer (Android)","Java, Kotlin","1 - 3 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","18.000 - 18.999","2"
"Junior","Full Stack Developer","Java, JavaScript | Html | Css","1 - 3 Yıl","Erkek","Kurumsal","250+","Remote","Ankara","₺ - Türk Lirası","23.000 - 23.999","2"
"Senior","Product Manager","Java","7 - 10 Yıl","Kadın","E-Ticaret","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","49.000 - 49.999","1"
"Middle","Back-end Developer",".Net, Python, Flutter","3 - 5 Yıl","Erkek","Kurumsal","1 - 5 Kişi","Remote","İstanbul","₺ - Türk Lirası","20.000 - 20.999","2"
"Senior","Full Stack Developer",".Net, React","5 - 7 Yıl","Erkek","Kurumsal","250+","Remote","Bursa","₺ - Türk Lirası","74.000 - 74.999","1"
"Senior","Team / Tech Lead","Java, JavaScript | Html | Css, React, Vue","12 - 14 Yıl","Erkek","Kurumsal","250+","Ofis","Antalya","₺ - Türk Lirası","70.000 - 70.999","3"
"Senior","Full Stack Developer","Java, JavaScript | Html | Css","3 - 5 Yıl","Kadın","Banka","250+","Remote","İstanbul","₺ - Türk Lirası","31.000 - 31.999","1"
"Middle","Back-end Developer","NodeJS, TypeScript","3 - 5 Yıl","Erkek","Startup","20 - 50 Kişi","Remote","İstanbul","$ - Dolar","2.000 - 2.999","1"
"Middle","Back-end Developer","Java","3 - 5 Yıl","Erkek","Banka","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","37.000 - 37.999","2"
"Senior","Back-end Developer","Php","15 Yıl ve üzeri","Erkek","Yazılım Evi & Danışmanlık","50 - 100 Kişi","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","31.000 - 31.999","1"
"Senior","Full Stack Developer",".Net","5 - 7 Yıl","Kadın","Diğer","20 - 50 Kişi","Hibrit (Ofis + Remote)","İzmir","₺ - Türk Lirası","23.000 - 23.999","1"
"Senior","Software Development Manager / Engineering Manager","Php, NodeJS, Go, JavaScript | Html | Css, React","5 - 7 Yıl","Erkek","E-Ticaret","20 - 50 Kişi","Remote","İstanbul","₺ - Türk Lirası","64.000 - 64.999","2"
"Senior","Mobile Application Developer (Full Stack)","NodeJS, JavaScript | Html | Css, Vue, Flutter, React Native","5 - 7 Yıl","Erkek","Kobi","50 - 100 Kişi","Ofis","İstanbul","₺ - Türk Lirası","45.000 - 45.999","1"
"Junior","Front-end Developer","Php, JavaScript | Html | Css","1 - 3 Yıl","Erkek","Dijital / Reklam Ajansı","1 - 5 Kişi","Hibrit (Ofis + Remote)","İzmir","₺ - Türk Lirası","11.000 - 11.999","1"
"Junior","Back-end Developer","Java, Php, NodeJS, Python, React, Flutter, React Native","0 - 1 Yıl","Erkek","Startup","20 - 50 Kişi","Ofis","İstanbul","₺ - Türk Lirası","12.000 - 12.999","3"
"Senior","Back-end Developer",".Net","7 - 10 Yıl","Erkek","Yazılım Evi & Danışmanlık","100 - 250 Kişi","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","44.000 - 44.999","1"
"Senior","Team / Tech Lead",".Net","12 - 14 Yıl","Erkek","Startup","100 - 250 Kişi","Remote","* ABD","$ - Dolar","2.000 - 2.999","1"
"Junior","Full Stack Developer",".Net, NodeJS, Angular","1 - 3 Yıl","Erkek","Banka","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","24.000 - 24.999","2"
"Middle","Full Stack Developer","Java, JavaScript | Html | Css, React","3 - 5 Yıl","Erkek","Yazılım Evi & Danışmanlık","250+","Remote","İstanbul","₺ - Türk Lirası","30.000 - 30.999","4"
"Senior","Mobile Application Developer (Android)","Java, Kotlin","15 Yıl ve üzeri","Erkek","Startup","20 - 50 Kişi","Hibrit (Ofis + Remote)","İzmir","$ - Dolar","2.000 - 2.999","2"
"Middle","Back-end Developer","Java, .Net","1 - 3 Yıl","Kadın","Kurumsal","250+","Remote","İstanbul","₺ - Türk Lirası","33.000 - 33.999","2"
"Senior","Software Development Manager / Engineering Manager",".Net","15 Yıl ve üzeri","Erkek","Banka","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","85.000 - 89.999","2"
"Junior","Mobile Application Developer (Android)","Kotlin","1 - 3 Yıl","Erkek","Startup","20 - 50 Kişi","Remote","Ankara","₺ - Türk Lirası","40.000 - 40.999","1"
"Junior","Front-end Developer","JavaScript | Html | Css, Vue, Angular, Flutter, Ionic","1 - 3 Yıl","Erkek","Yazılım Evi & Danışmanlık","5 - 10 Kişi","Ofis","İzmir","₺ - Türk Lirası","14.000 - 14.999","2"
"Senior","Mobile Application Developer (iOS)","Swift, Objective C, Flutter","7 - 10 Yıl","Erkek","Dijital / Reklam Ajansı","50 - 100 Kişi","Remote","İstanbul","₺ - Türk Lirası","75.000 - 79.999","3"
"Middle","Full Stack Developer",".Net, Vue, Angular","1 - 3 Yıl","Erkek","Kurumsal","1 - 5 Kişi","Ofis","Ankara","₺ - Türk Lirası","18.000 - 18.999","1"
"Middle","Full Stack Developer",".Net, Vue, Angular","1 - 3 Yıl","Erkek","Kurumsal","10 - 20 Kişi","Ofis","Ankara","₺ - Türk Lirası","25.000 - 25.999","2"
"Middle","Machine Learning Engineer","Python","1 - 3 Yıl","Kadın","Startup","50 - 100 Kişi","Hibrit (Ofis + Remote)","İzmir","₺ - Türk Lirası","23.000 - 23.999","1"
"Junior","Back-end Developer","Java","1 - 3 Yıl","Erkek","Kurumsal","250+","Remote","Ankara","₺ - Türk Lirası","22.000 - 22.999","2"
"Middle","QA / Automation","Java","3 - 5 Yıl","Erkek","E-Ticaret","250+","Remote","İstanbul","₺ - Türk Lirası","33.000 - 33.999","2"
"Middle","Data Scientist","Python","1 - 3 Yıl","Erkek","Kurumsal","50 - 100 Kişi","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","33.000 - 33.999","2"
"Senior","Front-end Developer","JavaScript | Html | Css, React","7 - 10 Yıl","Erkek","E-Ticaret","250+","Remote","İstanbul","₺ - Türk Lirası","42.000 - 42.999","2"
"Senior","Director of Software Development","Java, NodeJS, Python, Swift, JavaScript | Html | Css, React, React Native","10 - 12 Yıl","Erkek","Startup","5 - 10 Kişi","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","90.000 - 94.999","1"
"Junior","QA / Manuel Test","jira","0 - 1 Yıl","Kadın","Outsource","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","13.000 - 13.999","2"
"Senior","Back-end Developer","Java, C / C++","5 - 7 Yıl","Erkek","Kurumsal","50 - 100 Kişi","Ofis","Ankara","₺ - Türk Lirası","45.000 - 45.999","2"
"Middle","Back-end Developer","NodeJS","3 - 5 Yıl","Erkek","E-Ticaret","250+","Şu an remote ama hibrite döneceğiz.","İzmir","₺ - Türk Lirası","30.000 - 30.999","2"
"Senior","Team / Tech Lead",".Net","12 - 14 Yıl","Erkek","E-Ticaret","250+","Remote","İstanbul","₺ - Türk Lirası","41.000 - 41.999","1"
"Senior","Back-end Developer",".Net","5 - 7 Yıl","Erkek","E-Ticaret","250+","Remote","İstanbul","₺ - Türk Lirası","30.000 - 30.999","1"
"Middle","Back-end Developer",".Net","1 - 3 Yıl","Erkek","E-Ticaret","250+","Remote","Çanakkale","₺ - Türk Lirası","18.000 - 18.999","1"
"Senior","Team / Tech Lead","C / C++","7 - 10 Yıl","Erkek","Savunma","250+","Ofis","Ankara","₺ - Türk Lirası","45.000 - 45.999","2"
"Senior","Game Developer","Java, .Net","10 - 12 Yıl","Erkek","Oyun","10 - 20 Kişi","Ofis","Ankara","₺ - Türk Lirası","35.000 - 35.999","2"
"Junior","Embedded Software Developer","C / C++","1 - 3 Yıl","Erkek","Kurumsal","250+","Ofis","Ankara","₺ - Türk Lirası","24.000 - 24.999","2"
"Junior","Embedded Software Developer","C / C++","0 - 1 Yıl","Erkek","Kurumsal","250+","Ofis","Ankara","₺ - Türk Lirası","21.000 - 21.999","2"
"Junior","Embedded Software Developer","C / C++","0 - 1 Yıl","Erkek","Kurumsal","250+","Ofis","Ankara","₺ - Türk Lirası","21.000 - 21.999","2"
"Middle","Full Stack Developer",".Net, Vue","5 - 7 Yıl","Erkek","Kurumsal","100 - 250 Kişi","Remote","İstanbul","₺ - Türk Lirası","26.000 - 26.999","1"
"Senior","Software Development Manager / Engineering Manager","Php, Python, Vue","12 - 14 Yıl","Erkek","Startup","100 - 250 Kişi","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","65.000 - 65.999","2"
"Middle","Mobile Application Developer (Android)","Java, Kotlin","3 - 5 Yıl","Erkek","Banka","250+","Remote","İstanbul","₺ - Türk Lirası","55.000 - 55.999","2"
"Junior","Data Scientist","Python","1 - 3 Yıl","Erkek","E-Ticaret","250+","Remote","İstanbul","₺ - Türk Lirası","19.000 - 19.999","2"
"Middle","Team / Tech Lead",".Net","5 - 7 Yıl","Erkek","Kurumsal","250+","Remote","İstanbul","$ - Dolar","2.000 - 2.999","1"
"Junior","Back-end Developer",".Net, Go","0 - 1 Yıl","Erkek","E-Ticaret","250+","Remote","İstanbul","₺ - Türk Lirası","21.000 - 21.999","2"
"Middle","Back-end Developer","C / C++","5 - 7 Yıl","Erkek","Kurumsal","250+","Ofis","Kocaeli","₺ - Türk Lirası","30.000 - 30.999","2"
"Senior","Full Stack Developer",".Net, C / C++, JavaScript | Html | Css, Angular","7 - 10 Yıl","Erkek","Kurumsal","100 - 250 Kişi","Ofis","Ankara","₺ - Türk Lirası","42.000 - 42.999","2"
"Junior","Machine Learning Engineer","Python","1 - 3 Yıl","Erkek","Startup","10 - 20 Kişi","Remote","İstanbul","₺ - Türk Lirası","24.000 - 24.999","2"
"Senior","Mobile Application Developer (iOS)","Swift","3 - 5 Yıl","Erkek","Yazılım Evi & Danışmanlık","250+","Remote","İzmir","₺ - Türk Lirası","54.000 - 54.999","2"
"Junior","Full Stack Developer",".Net, JavaScript | Html | Css, React","1 - 3 Yıl","Erkek","Banka","250+","Remote","Ordu","₺ - Türk Lirası","27.000 - 27.999","1"
"Senior","CTO","Php, NodeJS, Go, JavaScript | Html | Css, React, Vue, React Native","15 Yıl ve üzeri","Erkek","Yazılım Evi & Danışmanlık","100 - 250 Kişi","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","110.000 - 114.999","2"
"Junior","Back-end Developer",".Net","0 - 1 Yıl","Erkek","Fintech","20 - 50 Kişi","Ofis","İstanbul","₺ - Türk Lirası","17.000 - 17.999","2"
"Senior","Director of Software Development","NodeJS, JavaScript | Html | Css, React, React Native","5 - 7 Yıl","Erkek","Yazılım Evi & Danışmanlık","20 - 50 Kişi","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","35.000 - 35.999","2"
"Middle","QA / Manuel Test","Azure","3 - 5 Yıl","Kadın","Kurumsal","100 - 250 Kişi","Remote","Bursa","₺ - Türk Lirası","16.000 - 16.999","3"
"Senior","Back-end Developer",".Net","5 - 7 Yıl","Erkek","Startup","50 - 100 Kişi","Remote","İzmir","₺ - Türk Lirası","39.000 - 39.999","2"
"Senior","Full Stack Developer",".Net","15 Yıl ve üzeri","Erkek","Kurumsal","250+","Remote","İstanbul","₺ - Türk Lirası","48.000 - 48.999","2"
"Middle","Full Stack Developer","NodeJS, JavaScript | Html | Css, svelte","3 - 5 Yıl","Erkek","Oyun","1 - 5 Kişi","Remote","İstanbul","₺ - Türk Lirası","40.000 - 40.999","1"
"Middle","Front-end Developer","JavaScript | Html | Css, Vue","3 - 5 Yıl","Erkek","E-Ticaret","250+","Remote","Aydın","₺ - Türk Lirası","30.000 - 30.999","2"
"Senior","Full Stack Developer","Php, JavaScript | Html | Css","10 - 12 Yıl","Erkek","Outsource","10 - 20 Kişi","Ofis","İstanbul","₺ - Türk Lirası","35.000 - 35.999","1"
"Senior","Full Stack Developer","Java","10 - 12 Yıl","Erkek","Kurumsal","250+","Remote","İstanbul","₺ - Türk Lirası","41.000 - 41.999","1"
"Senior","Full Stack Developer","Java, JavaScript | Html | Css","3 - 5 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","Ankara","₺ - Türk Lirası","37.000 - 37.999","1"
"Senior","Full Stack Developer","Python, React, Angular","5 - 7 Yıl","Kadın","Banka","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","40.000 - 40.999","1"
"Middle","Artificial / Intelligence Engineer ","SQL , Azure , SSAS , SSRS , POWER BI","1 - 3 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","25.000 - 25.999","2"
"Middle","Back-end Developer","Java","3 - 5 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","23.000 - 23.999","2"
"Senior","DevOps Engineer","Java, JavaScript | Html | Css, React","15 Yıl ve üzeri","Erkek","Kurumsal","250+","Remote","Ankara","₺ - Türk Lirası","66.000 - 66.999","2"
"Senior","Back-end Developer","Php, NodeJS, Go, JavaScript | Html | Css","10 - 12 Yıl","Erkek","Kurumsal","50 - 100 Kişi","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","52.000 - 52.999","1"
"Senior","Back-end Developer","Java, .Net, NodeJS, JavaScript | Html | Css, Angular","10 - 12 Yıl","Erkek","Yazılım Evi & Danışmanlık","100 - 250 Kişi","Remote","İstanbul","₺ - Türk Lirası","43.000 - 43.999","2"
"Senior","Team / Tech Lead","NodeJS, Kotlin, Swift, JavaScript | Html | Css, React","12 - 14 Yıl","Erkek","Startup","10 - 20 Kişi","Hibrit (Ofis + Remote)","Trabzon","₺ - Türk Lirası","56.000 - 56.999","2"
"Middle","Game Developer","Unity","1 - 3 Yıl","Erkek","Oyun","5 - 10 Kişi","Remote","İstanbul","₺ - Türk Lirası","17.000 - 17.999","2"
"Middle","Mobile Application Developer (Full Stack)","React, React Native","1 - 3 Yıl","Erkek","Outsource","250+","Remote","İstanbul","₺ - Türk Lirası","28.000 - 28.999","2"
"Middle","Back-end Developer","Java","3 - 5 Yıl","Erkek","Kurumsal","100 - 250 Kişi","Remote","İstanbul","₺ - Türk Lirası","35.000 - 35.999","2"
"Junior","Full Stack Developer",".Net, JavaScript | Html | Css","1 - 3 Yıl","Erkek","Kurumsal","250+","Şu an remote ama hibrite döneceğiz.","Samsun","₺ - Türk Lirası","20.000 - 20.999","1"
"Junior","Data Analyst","Sql","1 - 3 Yıl","Kadın","Yazılım Evi & Danışmanlık","50 - 100 Kişi","Remote","Bursa","₺ - Türk Lirası","15.000 - 15.999","2"
"Senior","Software Architect","Java","10 - 12 Yıl","Erkek","Banka","250+","Remote","İzmir","₺ - Türk Lirası","61.000 - 61.999","1"
"Senior","DevOps Engineer","Python, Ansible","3 - 5 Yıl","Erkek","Kurumsal","250+","Remote","İstanbul","₺ - Türk Lirası","43.000 - 43.999","2"
"Middle","Back-end Developer","Php","7 - 10 Yıl","Erkek","Startup","20 - 50 Kişi","Hibrit (Ofis + Remote)","İzmir","₺ - Türk Lirası","28.000 - 28.999","2"
"Senior","Back-end Developer","ABAP","7 - 10 Yıl","Kadın","Outsource","10 - 20 Kişi","Şu an remote ama hibrite döneceğiz.","İstanbul","₺ - Türk Lirası","51.000 - 51.999","2"
"Senior","Back-end Developer",".Net","7 - 10 Yıl","Erkek","Yazılım Evi & Danışmanlık","50 - 100 Kişi","Remote","Ankara","₺ - Türk Lirası","42.000 - 42.999","2"
"Middle","Back-end Developer","NodeJS","3 - 5 Yıl","Erkek","Outsource","250+","Remote","Ankara","₺ - Türk Lirası","60.000 - 60.999","1"
"Middle","Front-end Developer","JavaScript | Html | Css, React","3 - 5 Yıl","Erkek","Outsource","20 - 50 Kişi","Remote","Kocaeli","₺ - Türk Lirası","41.000 - 41.999","2"
"Senior","Back-end Developer",".Net","7 - 10 Yıl","Erkek","Banka","250+","Hibrit (Ofis + Remote)","Kocaeli","₺ - Türk Lirası","60.000 - 60.999","2"
"Senior","Data Engineer","SQL","3 - 5 Yıl","Erkek","Kurumsal","250+","Remote","Ankara","₺ - Türk Lirası","30.000 - 30.999","1"
"Middle","Full Stack Developer",".Net, JavaScript | Html | Css, Vue","5 - 7 Yıl","Erkek","Sigortacılık","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","37.000 - 37.999","2"
"Senior","Software Development Manager / Engineering Manager","Java, .Net, React","15 Yıl ve üzeri","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","Ankara","₺ - Türk Lirası","54.000 - 54.999","1"
"Junior","Back-end Developer","NodeJS, Python, Scala","1 - 3 Yıl","Erkek","Dijital / Reklam Ajansı","20 - 50 Kişi","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","17.000 - 17.999","2"
"Middle","Back-end Developer",".Net","5 - 7 Yıl","Erkek","Kurumsal","50 - 100 Kişi","Remote","Samsun","₺ - Türk Lirası","37.000 - 37.999","1"
"Senior","Back-end Developer","Java","5 - 7 Yıl","Erkek","Kurumsal","250+","Remote","Van","₺ - Türk Lirası","40.000 - 40.999","2"
"Senior","Product Manager","NodeJS","7 - 10 Yıl","Erkek","E-Ticaret","250+","Şu an remote ama hibrite döneceğiz.","İstanbul","₺ - Türk Lirası","56.000 - 56.999","2"
"Middle","Full Stack Developer",".Net, JavaScript | Html | Css, React","1 - 3 Yıl","Erkek","Outsource","10 - 20 Kişi","Hibrit (Ofis + Remote)","Kocaeli","₺ - Türk Lirası","26.000 - 26.999","2"
"Senior","Director of Software Development",".Net, Kotlin, Swift, Vue","12 - 14 Yıl","Erkek","Yazılım Evi & Danışmanlık","5 - 10 Kişi","Remote","İstanbul","₺ - Türk Lirası","110.000 - 114.999","1"
"Junior","Front-end Developer","JavaScript | Html | Css, React, React Native","0 - 1 Yıl","Erkek","E-Ticaret","5 - 10 Kişi","Ofis","Bursa","₺ - Türk Lirası","14.000 - 14.999","2"
"Senior","Team / Tech Lead",".Net","7 - 10 Yıl","Erkek","Kurumsal","50 - 100 Kişi","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","33.000 - 33.999","2"
"Middle","Back-end Developer","Java, JavaScript | Html | Css","3 - 5 Yıl","Erkek","Yazılım Evi & Danışmanlık","250+","Şu an remote ama hibrite döneceğiz.","* Avusturya","€ - Euro","2.000 - 2.999","1"
"Senior","Game Developer","C / C++, Unreal","5 - 7 Yıl","Erkek","Diğer","50 - 100 Kişi","Hibrit (Ofis + Remote)","Ankara","₺ - Türk Lirası","35.000 - 35.999","2"
"Senior","Software Development Manager / Engineering Manager","Abap","10 - 12 Yıl","Erkek","Yazılım Evi & Danışmanlık","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","52.000 - 52.999","2"
"Middle","Cyber Security","Java, .Net, Php, NodeJS, Python","3 - 5 Yıl","Erkek","Kurumsal","100 - 250 Kişi","Remote","Bursa","₺ - Türk Lirası","28.000 - 28.999","2"
"Middle","Full Stack Developer","Php, React","5 - 7 Yıl","Erkek","Kurumsal","50 - 100 Kişi","Ofis","İstanbul","₺ - Türk Lirası","26.000 - 26.999","2"
"Middle","Back-end Developer",".Net","3 - 5 Yıl","Erkek","E-Ticaret","250+","Remote","İstanbul","₺ - Türk Lirası","44.000 - 44.999","1"
"Middle","Project Manager","Php","12 - 14 Yıl","Erkek","Kurumsal","100 - 250 Kişi","Remote","İstanbul","₺ - Türk Lirası","37.000 - 37.999","2"
"Senior","Back-end Developer",".Net","3 - 5 Yıl","Erkek","Outsource","250+","Remote","İstanbul","₺ - Türk Lirası","44.000 - 44.999","2"
"Middle","Back-end Developer",".Net, JavaScript | Html | Css, Angular","5 - 7 Yıl","Erkek","Kurumsal","100 - 250 Kişi","Remote","Ankara","$ - Dolar","1.000 - 1.999","1"
"Junior","Full Stack Developer","Java, Angular, Osb and soa","1 - 3 Yıl","Erkek","Startup","20 - 50 Kişi","Hibrit (Ofis + Remote)","Ankara","₺ - Türk Lirası","27.000 - 27.999","2"
"Senior","CTO","Php, NodeJS, Python, Ruby, C / C++, JavaScript | Html | Css, Vue, Flutter","15 Yıl ve üzeri","Erkek","Startup","10 - 20 Kişi","Remote","İstanbul","$ - Dolar","3.000 - 3.999","1"
"Senior","Back-end Developer",".Net","5 - 7 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","Ankara","₺ - Türk Lirası","40.000 - 40.999","1"
"Senior","Software Development Manager / Engineering Manager",".Net, NodeJS, JavaScript | Html | Css, React, React Native","7 - 10 Yıl","Erkek","Kurumsal","250+","Remote","İstanbul","₺ - Türk Lirası","37.000 - 37.999","1"
"Middle","Back-end Developer",".Net","1 - 3 Yıl","Kadın","E-Ticaret","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","20.000 - 20.999","1"
"Senior","Back-end Developer","Php","7 - 10 Yıl","Erkek","Startup","20 - 50 Kişi","Remote","İstanbul","₺ - Türk Lirası","43.000 - 43.999","1"
"Middle","Mobile Application Developer (Android)","Java, Kotlin","1 - 3 Yıl","Erkek","Startup","20 - 50 Kişi","Hibrit (Ofis + Remote)","Ankara","₺ - Türk Lirası","25.000 - 25.999","2"
"Junior","Back-end Developer","Go, Python","1 - 3 Yıl","Erkek","Startup","10 - 20 Kişi","Remote","İstanbul","₺ - Türk Lirası","13.000 - 13.999","1"
"Middle","Back-end Developer","Go","3 - 5 Yıl","Erkek","Startup","5 - 10 Kişi","Remote","İzmir","₺ - Türk Lirası","20.000 - 20.999","2"
"Senior","Back-end Developer","Php, NodeJS, Python","10 - 12 Yıl","Erkek","Kurumsal","10 - 20 Kişi","Remote","İzmir","₺ - Türk Lirası","30.000 - 30.999","1"
"Senior","Back-end Developer",".Net","5 - 7 Yıl","Erkek","Kripto","100 - 250 Kişi","Remote","Kocaeli","₺ - Türk Lirası","45.000 - 45.999","3"
"Senior","Software Development Manager / Engineering Manager",".Net, Go","12 - 14 Yıl","Erkek","Yazılım Evi & Danışmanlık","5 - 10 Kişi","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","61.000 - 61.999","2"
"Middle","Back-end Developer","Php","3 - 5 Yıl","Erkek","Kurumsal","50 - 100 Kişi","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","27.000 - 27.999","1"
"Middle","Back-end Developer",".Net","3 - 5 Yıl","Erkek","Kurumsal","250+","Remote","İstanbul","₺ - Türk Lirası","41.000 - 41.999","2"
"Middle","Full Stack Developer",".Net","3 - 5 Yıl","Erkek","Startup","10 - 20 Kişi","Remote","İstanbul","₺ - Türk Lirası","20.000 - 20.999","2"
"Senior","Product Manager","Jira","7 - 10 Yıl","Erkek","E-Ticaret","250+","Remote","İstanbul","₺ - Türk Lirası","85.000 - 89.999","1"
"Junior","Mobile Application Developer (iOS)","Swift, Objective C","1 - 3 Yıl","Erkek","Kurumsal","250+","Hibrit (Ofis + Remote)","Ankara","₺ - Türk Lirası","22.000 - 22.999","1"
"Junior","Back-end Developer","ABAP","1 - 3 Yıl","Erkek","Yazılım Evi & Danışmanlık","10 - 20 Kişi","Remote","İstanbul","₺ - Türk Lirası","18.000 - 18.999","1"
"Senior","Team / Tech Lead","Python","5 - 7 Yıl","Erkek","Banka","100 - 250 Kişi","Remote","İstanbul","₺ - Türk Lirası","52.000 - 52.999","2"
"Senior","Team / Tech Lead","Java, Go, React","7 - 10 Yıl","Erkek","Startup","10 - 20 Kişi","Hibrit (Ofis + Remote)","Gaziantep","₺ - Türk Lirası","45.000 - 45.999","1"
"Senior","Full Stack Developer",".Net, JavaScript | Html | Css","7 - 10 Yıl","Kadın","Outsource","100 - 250 Kişi","Remote","İstanbul","₺ - Türk Lirası","28.000 - 28.999","1"
"Senior","Full Stack Developer",".Net, React, Angular","3 - 5 Yıl","Erkek","E-Ticaret","250+","Hibrit (Ofis + Remote)","İstanbul","₺ - Türk Lirası","30.000 - 30.999","1"
"Middle","QA / Manuel Test","Java","3 - 5 Yıl","Kadın","Kurumsal","250+","Remote","İstanbul","₺ - Türk Lirası","43.000 - 43.999","2"
